5.977640151977539062e-01,-1.364086031913757324e+00,3.757074737548828125e+01
1.064421653747558594e+00,-1.416288495063781738e+00,3.721628570556640625e+01
1.504224061965942383e+00,-1.463719129562377930e+00,3.680393981933593750e+01
1.948090434074401855e+00,-1.509380459785461426e+00,3.632904815673828125e+01
2.436317443847656250e+00,-1.555631995201110840e+00,3.578923797607421875e+01
2.983320236206054688e+00,-1.599054455757141113e+00,3.518099975585937500e+01
3.600004911422729492e+00,-1.641979813575744629e+00,3.449879455566406250e+01
4.288982391357421875e+00,-1.683480024337768555e+00,3.373733520507812500e+01
5.063323497772216797e+00,-1.728948712348937988e+00,3.286896514892578125e+01
5.848496437072753906e+00,-1.789330482482910156e+00,3.194501304626464844e+01
6.639292240142822266e+00,-1.849874377250671387e+00,3.097109222412109375e+01
7.435567855834960938e+00,-1.908472418785095215e+00,2.994761657714843750e+01
8.237525939941406250e+00,-1.964545369148254395e+00,2.887527847290039062e+01
9.044770240783691406e+00,-2.015324592590332031e+00,2.775642967224121094e+01
9.858275413513183594e+00,-2.063375234603881836e+00,2.660913085937500000e+01
1.067825603485107422e+01,-2.108859777450561523e+00,2.544141006469726562e+01
1.150120830535888672e+01,-2.151702404022216797e+00,2.426663589477539062e+01
1.232226657867431641e+01,-2.192106008529663086e+00,2.307822036743164062e+01
1.313739013671875000e+01,-2.229053258895874023e+00,2.185968399047851562e+01
1.394662666320800781e+01,-2.262589693069458008e+00,2.061276054382324219e+01
1.475002193450927734e+01,-2.292759418487548828e+00,1.933917427062988281e+01
1.554761028289794922e+01,-2.319548845291137695e+00,1.804064178466796875e+01
1.633939933776855469e+01,-2.342824220657348633e+00,1.671892166137695312e+01
1.712542533874511719e+01,-2.362612247467041016e+00,1.537580966949462891e+01
1.790566253662109375e+01,-2.378623723983764648e+00,1.401317024230957031e+01
1.868024444580078125e+01,-2.390339612960815430e+00,1.263234043121337891e+01
1.945375442504882812e+01,-2.394349098205566406e+00,1.121647834777832031e+01
2.022695922851562500e+01,-2.395309686660766602e+00,9.768057823181152344e+00
2.100079727172851562e+01,-2.398546218872070312e+00,8.286962509155273438e+00
2.177486801147460938e+01,-2.400139808654785156e+00,6.772209167480468750e+00
2.255012130737304688e+01,-2.395901918411254883e+00,5.236876010894775391e+00
2.332609748840332031e+01,-2.390143156051635742e+00,3.713096618652343750e+00
2.408551216125488281e+01,-2.385692119598388672e+00,2.172064304351806641e+00
2.482850265502929688e+01,-2.382567405700683594e+00,6.186562776565551758e-01
2.555706214904785156e+01,-2.376074790954589844e+00,-9.287450313568115234e-01
2.627183914184570312e+01,-2.365989685058593750e+00,-2.464489936828613281e+00
2.697300720214843750e+01,-2.352549314498901367e+00,-3.986762046813964844e+00
2.766077613830566406e+01,-2.336111068725585938e+00,-5.493881225585937500e+00
2.833528327941894531e+01,-2.316980600357055664e+00,-6.985678672790527344e+00
2.899678230285644531e+01,-2.295263767242431641e+00,-8.454492568969726562e+00
2.964584350585937500e+01,-2.271164655685424805e+00,-9.887940406799316406e+00
3.028425788879394531e+01,-2.244662761688232422e+00,-1.129483985900878906e+01
3.091157722473144531e+01,-2.215708732604980469e+00,-1.267547798156738281e+01
3.153431129455566406e+01,-2.185361385345458984e+00,-1.404107284545898438e+01
3.215298080444335938e+01,-2.153735399246215820e+00,-1.539147758483886719e+01
3.276757812500000000e+01,-2.121167182922363281e+00,-1.672619819641113281e+01
3.337809371948242188e+01,-2.087918281555175781e+00,-1.804486465454101562e+01
3.398465728759765625e+01,-2.054395437240600586e+00,-1.935080909729003906e+01
3.458583068847656250e+01,-2.020607709884643555e+00,-2.065300941467285156e+01
3.517886352539062500e+01,-1.981999397277832031e+00,-2.194978523254394531e+01
3.576406097412109375e+01,-1.941195249557495117e+00,-2.324012184143066406e+01
3.634156036376953125e+01,-1.898909449577331543e+00,-2.452322196960449219e+01
3.691148757934570312e+01,-1.855528354644775391e+00,-2.579844284057617188e+01
3.747998046875000000e+01,-1.814910650253295898e+00,-2.705742835998535156e+01
3.804887008666992188e+01,-1.778277039527893066e+00,-2.829534530639648438e+01
3.861831283569335938e+01,-1.744387984275817871e+00,-2.951480484008789062e+01
3.918832778930664062e+01,-1.712702274322509766e+00,-3.071744728088378906e+01
3.975967025756835938e+01,-1.679573416709899902e+00,-3.190636634826660156e+01
4.033224868774414062e+01,-1.645340800285339355e+00,-3.308076477050781250e+01
4.090613937377929688e+01,-1.609476804733276367e+00,-3.424047851562500000e+01
4.148122406005859375e+01,-1.572312712669372559e+00,-3.538462829589843750e+01
4.205567550659179688e+01,-1.541552901268005371e+00,-3.650839996337890625e+01
4.263084411621093750e+01,-1.510790228843688965e+00,-3.761838531494140625e+01
4.320666885375976562e+01,-1.480063319206237793e+00,-3.871460723876953125e+01
4.378310394287109375e+01,-1.449361085891723633e+00,-3.979714202880859375e+01
4.436001205444335938e+01,-1.419060111045837402e+00,-4.086583709716796875e+01
4.493726730346679688e+01,-1.389449954032897949e+00,-4.192076873779296875e+01
4.551481246948242188e+01,-1.360592484474182129e+00,-4.296228027343750000e+01
4.609320068359375000e+01,-1.329852700233459473e+00,-4.399222564697265625e+01
4.667180633544921875e+01,-1.299830913543701172e+00,-4.500832366943359375e+01
4.725056457519531250e+01,-1.270586490631103516e+00,-4.601093292236328125e+01
4.782936477661132812e+01,-1.242342352867126465e+00,-4.700032043457031250e+01
4.840808486938476562e+01,-1.215371966361999512e+00,-4.797686767578125000e+01
4.898665237426757812e+01,-1.189770936965942383e+00,-4.894113922119140625e+01
4.956495666503906250e+01,-1.165787220001220703e+00,-4.989369201660156250e+01
5.014283370971679688e+01,-1.143758773803710938e+00,-5.083509826660156250e+01
5.072022628784179688e+01,-1.123802900314331055e+00,-5.176624298095703125e+01
5.129697036743164062e+01,-1.106265902519226074e+00,-5.268795013427734375e+01
5.187279129028320312e+01,-1.092119336128234863e+00,-5.360081481933593750e+01
5.244749832153320312e+01,-1.081853032112121582e+00,-5.450615692138671875e+01
5.302136611938476562e+01,-1.073986291885375977e+00,-5.540662384033203125e+01
5.359019470214843750e+01,-1.086407303810119629e+00,-5.629343414306640625e+01
5.415715026855468750e+01,-1.104127526283264160e+00,-5.718431854248046875e+01
5.471900558471679688e+01,-1.140866875648498535e+00,-5.807412719726562500e+01
5.527724456787109375e+01,-1.189085364341735840e+00,-5.897579193115234375e+01
5.583126449584960938e+01,-1.250946879386901855e+00,-5.989342498779296875e+01
5.638034820556640625e+01,-1.329025506973266602e+00,-6.083183288574218750e+01
5.692361831665039062e+01,-1.426449060440063477e+00,-6.179670715332031250e+01
5.745998382568359375e+01,-1.547303438186645508e+00,-6.279464721679687500e+01
5.798791122436523438e+01,-1.697221398353576660e+00,-6.383324432373046875e+01
5.850609588623046875e+01,-1.882787585258483887e+00,-6.492219543457031250e+01
5.900273895263671875e+01,-2.160347938537597656e+00,-6.606939697265625000e+01
5.953554153442382812e+01,-2.257500171661376953e+00,-6.742239379882812500e+01
6.008778762817382812e+01,-2.270225524902343750e+00,-6.886667633056640625e+01
6.068492126464843750e+01,-2.094981670379638672e+00,-7.042022705078125000e+01
6.130014419555664062e+01,-1.859294652938842773e+00,-7.192507934570312500e+01
6.192813873291015625e+01,-1.588651299476623535e+00,-7.333935546875000000e+01
6.256689071655273438e+01,-1.292390584945678711e+00,-7.464205169677734375e+01
6.321521377563476562e+01,-9.754457473754882812e-01,-7.581900024414062500e+01
6.379968643188476562e+01,-9.532151222229003906e-01,-7.668643188476562500e+01
